# generated from db/map.db — do not edit by hand
# metres from the map's SOUTH-WEST corner, x east, y north
# THE DRAWN LINE, not the database waypoints, and that is the whole
# point: the core measures road access against the line the player
# SEES, and the sheets and the layer draw this same smoothing. A road
# the core believes is ten metres from where it is drawn refuses a
# building the player can see standing on the verge.
# kind=path is NOT road access (unit rules §12): a cart does not pass.
# the first column is `road` and not `key`: one road is many rows, and
# to the core's loader a column named `key` means one row per entity.
# THIS IS THE SEED, NOT THE WHOLE SUBJECT. Roads that come with the
# map live here; roads the player lays are the core's own and live in
# the save. This file never grows by play.
road,kind,removable,seq,node,x_m,y_m,mark
ford_track,road,0,35,0,7618.2,9982.7,
ford_track,road,0,36,0,7614.1,9986.2,
ford_track,road,0,37,0,7610.0,9989.8,
ford_track,road,0,38,0,7605.9,9993.4,
ford_track,road,0,39,0,7601.9,9997.1,
ford_track,road,0,40,0,7598.0,10000.7,
ford_track,road,0,41,0,7594.1,10004.4,
ford_track,road,0,42,0,7590.3,10008.1,
ford_track,road,0,43,0,7586.6,10011.8,
ford_track,road,0,44,0,7583.0,10015.5,
ford_track,road,0,45,0,7579.5,10019.2,
ford_track,road,0,46,0,7576.2,10022.8,
ford_track,road,0,47,0,7573.0,10026.4,
ford_track,road,0,48,1,7570.0,10030.0,
ford_track,road,0,49,0,7567.1,10033.5,
ford_track,road,0,50,0,7564.1,10037.1,
ford_track,road,0,51,0,7561.2,10040.7,
ford_track,road,0,52,0,7558.2,10044.3,
ford_track,road,0,53,0,7555.3,10047.9,
ford_track,road,0,54,0,7552.4,10051.5,
ford_track,road,0,55,0,7549.5,10055.2,
ford_track,road,0,56,0,7546.7,10058.9,
ford_track,road,0,57,0,7544.0,10062.5,
ford_track,road,0,58,0,7541.4,10066.2,
ford_track,road,0,59,0,7538.8,10070.0,
ford_track,road,0,60,0,7536.4,10073.7,
ford_track,road,0,61,0,7534.0,10077.5,
ford_track,road,0,62,0,7531.8,10081.2,
ford_track,road,0,63,0,7529.8,10085.0,
ford_track,road,0,64,0,7527.9,10088.8,
ford_track,road,0,65,0,7526.2,10092.7,
ford_track,road,0,66,0,7524.7,10096.5,
ford_track,road,0,67,0,7523.3,10100.4,
ford_track,road,0,68,0,7522.2,10104.3,
ford_track,road,0,69,0,7521.3,10108.2,
ford_track,road,0,70,0,7520.6,10112.1,
ford_track,road,0,71,0,7520.2,10116.0,
ford_track,road,0,72,1,7520.0,10120.0,ford
ford_track,road,0,73,0,7520.2,10124.1,
ford_track,road,0,74,0,7520.7,10128.3,
ford_track,road,0,75,0,7521.7,10132.8,
ford_track,road,0,76,0,7522.9,10137.3,
ford_track,road,0,77,0,7524.5,10142.0,
ford_track,road,0,78,0,7526.3,10146.8,
ford_track,road,0,79,0,7528.3,10151.6,
ford_track,road,0,80,0,7530.6,10156.5,
ford_track,road,0,81,0,7533.0,10161.4,
ford_track,road,0,82,0,7535.6,10166.3,
ford_track,road,0,83,0,7538.2,10171.2,
ford_track,road,0,84,0,7541.0,10176.0,
ford_track,road,0,85,0,7543.8,10180.8,
ford_track,road,0,86,0,7546.6,10185.4,
ford_track,road,0,87,0,7549.3,10189.9,
ford_track,road,0,88,0,7552.1,10194.3,
ford_track,road,0,89,0,7554.7,10198.5,
ford_track,road,0,90,0,7557.2,10202.4,
ford_track,road,0,91,0,7559.6,10206.2,
ford_track,road,0,92,0,7561.8,10209.7,
ford_track,road,0,93,0,7563.8,10212.9,
ford_track,road,0,94,0,7565.6,10215.9,
ford_track,road,0,95,0,7567.0,10218.5,
ford_track,road,0,96,1,7568.2,10220.8,junction_north
road_artel,road,1,0,1,7880.0,10230.0,
road_artel,road,1,1,0,7884.1,10230.8,
road_artel,road,1,2,0,7888.8,10231.7,
road_artel,road,1,3,0,7894.1,10232.8,
road_artel,road,1,4,0,7899.9,10234.0,
road_artel,road,1,5,0,7906.2,10235.4,
road_artel,road,1,6,0,7912.9,10236.8,
road_artel,road,1,7,0,7920.1,10238.4,
road_artel,road,1,8,0,7927.6,10240.0,
road_artel,road,1,9,0,7935.4,10241.7,
road_artel,road,1,10,0,7943.5,10243.4,
road_artel,road,1,11,0,7951.8,10245.1,
road_artel,road,1,12,0,7960.3,10246.9,
road_artel,road,1,13,0,7968.9,10248.6,
road_artel,road,1,14,0,7977.7,10250.3,
road_artel,road,1,15,0,7986.4,10252.0,
road_artel,road,1,16,0,7995.2,10253.6,
road_artel,road,1,17,0,8003.9,10255.1,
road_artel,road,1,18,0,8012.5,10256.5,
road_artel,road,1,19,0,8021.0,10257.8,
road_artel,road,1,20,0,8029.4,10259.0,
road_artel,road,1,21,0,8037.5,10260.0,
road_artel,road,1,22,0,8045.3,10260.8,
road_artel,road,1,23,0,8052.8,10261.5,
road_artel,road,1,24,1,8060.0,10262.0,
road_artel,road,1,25,0,8066.9,10262.3,
road_artel,road,1,26,0,8073.8,10262.3,
road_artel,road,1,27,0,8080.6,10262.1,
road_artel,road,1,28,0,8087.4,10261.8,
road_artel,road,1,29,0,8094.1,10261.3,
road_artel,road,1,30,0,8100.7,10260.6,
road_artel,road,1,31,0,8107.3,10259.8,
road_artel,road,1,32,0,8113.9,10259.0,
road_artel,road,1,33,0,8120.4,10258.0,
road_artel,road,1,34,0,8126.9,10257.0,
road_artel,road,1,35,0,8133.3,10255.9,
road_artel,road,1,36,0,8139.7,10254.9,
road_artel,road,1,37,0,8146.1,10253.8,
road_artel,road,1,38,0,8152.4,10252.8,
road_artel,road,1,39,0,8158.7,10251.8,
road_artel,road,1,40,0,8165.0,10250.8,
road_artel,road,1,41,0,8171.3,10250.0,
road_artel,road,1,42,0,8177.5,10249.2,
road_artel,road,1,43,0,8183.8,10248.6,
road_artel,road,1,44,0,8190.0,10248.1,
road_artel,road,1,45,0,8196.3,10247.8,
road_artel,road,1,46,0,8202.5,10247.6,
road_artel,road,1,47,0,8208.8,10247.7,
road_artel,road,1,48,1,8215.0,10248.0,
road_artel,road,1,49,0,8221.2,10248.5,
road_artel,road,1,50,0,8227.4,10249.3,
road_artel,road,1,51,0,8233.5,10250.3,
road_artel,road,1,52,0,8239.6,10251.5,
road_artel,road,1,53,0,8245.6,10252.8,
road_artel,road,1,54,0,8251.6,10254.3,
road_artel,road,1,55,0,8257.6,10255.9,
road_artel,road,1,56,0,8263.5,10257.6,
road_artel,road,1,57,0,8269.4,10259.4,
road_artel,road,1,58,0,8275.4,10261.3,
road_artel,road,1,59,0,8281.3,10263.2,
road_artel,road,1,60,0,8287.2,10265.1,
road_artel,road,1,61,0,8293.1,10267.0,
road_artel,road,1,62,0,8299.0,10268.9,
road_artel,road,1,63,0,8305.0,10270.8,
road_artel,road,1,64,0,8310.9,10272.6,
road_artel,road,1,65,0,8316.9,10274.3,
road_artel,road,1,66,0,8322.9,10275.9,
road_artel,road,1,67,0,8329.0,10277.4,
road_artel,road,1,68,0,8335.1,10278.7,
road_artel,road,1,69,0,8341.2,10279.8,
road_artel,road,1,70,0,8347.4,10280.8,
road_artel,road,1,71,0,8353.7,10281.5,
road_artel,road,1,72,1,8360.0,10282.0,
road_artel,road,1,73,0,8366.4,10282.3,
road_artel,road,1,74,0,8372.7,10282.3,
road_artel,road,1,75,0,8379.1,10282.1,
road_artel,road,1,76,0,8385.6,10281.7,
road_artel,road,1,77,0,8392.0,10281.2,
road_artel,road,1,78,0,8398.5,10280.5,
road_artel,road,1,79,0,8405.0,10279.7,
road_artel,road,1,80,0,8411.5,10278.8,
road_artel,road,1,81,0,8418.0,10277.8,
road_artel,road,1,82,0,8424.6,10276.8,
road_artel,road,1,83,0,8431.2,10275.6,
road_artel,road,1,84,0,8437.8,10274.5,
road_artel,road,1,85,0,8444.5,10273.4,
road_artel,road,1,86,0,8451.2,10272.2,
road_artel,road,1,87,0,8457.9,10271.1,
road_artel,road,1,88,0,8464.6,10270.1,
road_artel,road,1,89,0,8471.4,10269.1,
road_artel,road,1,90,0,8478.2,10268.2,
road_artel,road,1,91,0,8485.1,10267.5,
road_artel,road,1,92,0,8492.0,10266.8,
road_artel,road,1,93,0,8498.9,10266.3,
road_artel,road,1,94,0,8505.9,10266.0,
road_artel,road,1,95,0,8512.9,10265.9,
road_artel,road,1,96,1,8520.0,10266.0,
road_artel,road,1,97,0,8527.1,10266.3,
road_artel,road,1,98,0,8534.2,10266.6,
road_artel,road,1,99,0,8541.4,10267.0,
road_artel,road,1,100,0,8548.6,10267.5,
road_artel,road,1,101,0,8555.9,10268.1,
road_artel,road,1,102,0,8563.1,10268.8,
road_artel,road,1,103,0,8570.4,10269.5,
road_artel,road,1,104,0,8577.8,10270.4,
road_artel,road,1,105,0,8585.2,10271.3,
road_artel,road,1,106,0,8592.6,10272.2,
road_artel,road,1,107,0,8600.0,10273.3,
road_artel,road,1,108,0,8607.5,10274.4,
road_artel,road,1,109,0,8615.0,10275.5,
road_artel,road,1,110,0,8622.6,10276.8,
road_artel,road,1,111,0,8630.2,10278.1,
road_artel,road,1,112,0,8637.8,10279.4,
road_artel,road,1,113,0,8645.4,10280.8,
road_artel,road,1,114,0,8653.1,10282.3,
road_artel,road,1,115,0,8660.9,10283.8,
road_artel,road,1,116,0,8668.6,10285.3,
road_artel,road,1,117,0,8676.4,10286.9,
road_artel,road,1,118,0,8684.2,10288.6,
road_artel,road,1,119,0,8692.1,10290.3,
road_artel,road,1,120,1,8700.0,10292.0,
road_artel,road,1,121,0,8708.0,10293.8,
road_artel,road,1,122,0,8716.2,10295.6,
road_artel,road,1,123,0,8724.6,10297.6,
road_artel,road,1,124,0,8733.1,10299.6,
road_artel,road,1,125,0,8741.7,10301.6,
road_artel,road,1,126,0,8750.5,10303.7,
road_artel,road,1,127,0,8759.3,10305.9,
road_artel,road,1,128,0,8768.1,10308.1,
road_artel,road,1,129,0,8777.1,10310.4,
road_artel,road,1,130,0,8786.0,10312.8,
road_artel,road,1,131,0,8794.9,10315.2,
road_artel,road,1,132,0,8803.8,10317.6,
road_artel,road,1,133,0,8812.6,10320.1,
road_artel,road,1,134,0,8821.3,10322.7,
road_artel,road,1,135,0,8830.0,10325.2,
road_artel,road,1,136,0,8838.5,10327.9,
road_artel,road,1,137,0,8846.9,10330.5,
road_artel,road,1,138,0,8855.2,10333.2,
road_artel,road,1,139,0,8863.2,10335.9,
road_artel,road,1,140,0,8871.1,10338.7,
road_artel,road,1,141,0,8878.7,10341.5,
road_artel,road,1,142,0,8886.1,10344.3,
road_artel,road,1,143,0,8893.2,10347.1,
road_artel,road,1,144,1,8900.0,10350.0,
road_artel,road,1,145,0,8906.6,10353.0,
road_artel,road,1,146,0,8913.2,10356.2,
road_artel,road,1,147,0,8919.6,10359.5,
road_artel,road,1,148,0,8926.0,10363.0,
road_artel,road,1,149,0,8932.3,10366.6,
road_artel,road,1,150,0,8938.4,10370.3,
road_artel,road,1,151,0,8944.5,10374.1,
road_artel,road,1,152,0,8950.4,10378.0,
road_artel,road,1,153,0,8956.1,10381.9,
road_artel,road,1,154,0,8961.7,10385.8,
road_artel,road,1,155,0,8967.2,10389.7,
road_artel,road,1,156,0,8972.5,10393.6,
road_artel,road,1,157,0,8977.6,10397.5,
road_artel,road,1,158,0,8982.6,10401.2,
road_artel,road,1,159,0,8987.3,10404.9,
road_artel,road,1,160,0,8991.9,10408.4,
road_artel,road,1,161,0,8996.2,10411.9,
road_artel,road,1,162,0,9000.3,10415.1,
road_artel,road,1,163,0,9004.2,10418.2,
road_artel,road,1,164,0,9007.9,10421.0,
road_artel,road,1,165,0,9011.3,10423.7,
road_artel,road,1,166,0,9014.5,10426.1,
road_artel,road,1,167,0,9017.4,10428.2,
road_artel,road,1,168,1,9020.0,10430.0,
road_bridge_village,road,1,0,1,7724.8,9920.1,junction
road_bridge_village,road,1,1,0,7731.2,9914.9,
road_bridge_village,road,1,2,0,7738.6,9908.9,
road_bridge_village,road,1,3,0,7746.8,9902.3,
road_bridge_village,road,1,4,0,7755.9,9894.9,
road_bridge_village,road,1,5,0,7765.7,9887.0,
road_bridge_village,road,1,6,0,7776.2,9878.5,
road_bridge_village,road,1,7,0,7787.3,9869.5,
road_bridge_village,road,1,8,0,7798.9,9860.1,
road_bridge_village,road,1,9,0,7811.1,9850.2,
road_bridge_village,road,1,10,0,7823.7,9840.0,
road_bridge_village,road,1,11,0,7836.6,9829.5,
road_bridge_village,road,1,12,0,7849.9,9818.8,
road_bridge_village,road,1,13,0,7863.4,9807.9,
road_bridge_village,road,1,14,0,7877.1,9796.8,
road_bridge_village,road,1,15,0,7890.9,9785.7,
road_bridge_village,road,1,16,0,7904.8,9774.5,
road_bridge_village,road,1,17,0,7918.6,9763.3,
road_bridge_village,road,1,18,0,7932.4,9752.2,
road_bridge_village,road,1,19,0,7946.0,9741.2,
road_bridge_village,road,1,20,0,7959.5,9730.4,
road_bridge_village,road,1,21,0,7972.6,9719.9,
road_bridge_village,road,1,22,0,7985.5,9709.6,
road_bridge_village,road,1,23,0,7998.0,9699.6,
road_bridge_village,road,1,24,1,8010.0,9690.0,
road_bridge_village,road,1,25,0,8021.8,9680.6,
road_bridge_village,road,1,26,0,8033.7,9671.1,
road_bridge_village,road,1,27,0,8045.7,9661.5,
road_bridge_village,road,1,28,0,8057.8,9652.0,
road_bridge_village,road,1,29,0,8069.8,9642.3,
road_bridge_village,road,1,30,0,8082.0,9632.7,
road_bridge_village,road,1,31,0,8094.1,9623.0,
road_bridge_village,road,1,32,0,8106.2,9613.4,
road_bridge_village,road,1,33,0,8118.4,9603.7,
road_bridge_village,road,1,34,0,8130.5,9594.1,
road_bridge_village,road,1,35,0,8142.6,9584.6,
road_bridge_village,road,1,36,0,8154.6,9575.1,
road_bridge_village,road,1,37,0,8166.5,9565.6,
road_bridge_village,road,1,38,0,8178.4,9556.3,
road_bridge_village,road,1,39,0,8190.2,9547.0,
road_bridge_village,road,1,40,0,8201.9,9537.9,
road_bridge_village,road,1,41,0,8213.5,9528.8,
road_bridge_village,road,1,42,0,8224.9,9519.9,
road_bridge_village,road,1,43,0,8236.2,9511.2,
road_bridge_village,road,1,44,0,8247.3,9502.6,
road_bridge_village,road,1,45,0,8258.3,9494.1,
road_bridge_village,road,1,46,0,8269.1,9485.9,
road_bridge_village,road,1,47,0,8279.6,9477.8,
road_bridge_village,road,1,48,1,8290.0,9470.0,
road_bridge_village,road,1,49,0,8300.3,9462.3,
road_bridge_village,road,1,50,0,8310.7,9454.5,
road_bridge_village,road,1,51,0,8321.2,9446.8,
road_bridge_village,road,1,52,0,8331.7,9439.1,
road_bridge_village,road,1,53,0,8342.2,9431.4,
road_bridge_village,road,1,54,0,8352.7,9423.8,
road_bridge_village,road,1,55,0,8363.2,9416.3,
road_bridge_village,road,1,56,0,8373.5,9408.9,
road_bridge_village,road,1,57,0,8383.8,9401.7,
road_bridge_village,road,1,58,0,8393.8,9394.5,
road_bridge_village,road,1,59,0,8403.8,9387.5,
road_bridge_village,road,1,60,0,8413.5,9380.7,
road_bridge_village,road,1,61,0,8422.9,9374.1,
road_bridge_village,road,1,62,0,8432.1,9367.7,
road_bridge_village,road,1,63,0,8441.0,9361.5,
road_bridge_village,road,1,64,0,8449.5,9355.5,
road_bridge_village,road,1,65,0,8457.7,9349.8,
road_bridge_village,road,1,66,0,8465.4,9344.4,
road_bridge_village,road,1,67,0,8472.8,9339.3,
road_bridge_village,road,1,68,0,8479.6,9334.5,
road_bridge_village,road,1,69,0,8486.0,9330.1,
road_bridge_village,road,1,70,0,8491.9,9326.0,
road_bridge_village,road,1,71,0,8497.2,9322.2,
road_bridge_village,road,1,72,1,8501.9,9318.9,junction
road_cemetery,road,1,0,1,8120.0,10270.0,
road_cemetery,road,1,1,0,8120.0,10272.0,
road_cemetery,road,1,2,0,8120.0,10274.4,
road_cemetery,road,1,3,0,8120.0,10277.0,
road_cemetery,road,1,4,0,8120.0,10279.9,
road_cemetery,road,1,5,0,8120.0,10283.0,
road_cemetery,road,1,6,0,8120.0,10286.4,
road_cemetery,road,1,7,0,8120.0,10290.0,
road_cemetery,road,1,8,0,8120.0,10293.7,
road_cemetery,road,1,9,0,8120.0,10297.6,
road_cemetery,road,1,10,0,8120.0,10301.6,
road_cemetery,road,1,11,0,8120.0,10305.8,
road_cemetery,road,1,12,0,8120.0,10310.0,
road_cemetery,road,1,13,0,8120.0,10314.3,
road_cemetery,road,1,14,0,8120.0,10318.7,
road_cemetery,road,1,15,0,8120.0,10323.0,
road_cemetery,road,1,16,0,8120.0,10327.4,
road_cemetery,road,1,17,0,8120.0,10331.8,
road_cemetery,road,1,18,0,8120.0,10336.1,
road_cemetery,road,1,19,0,8120.0,10340.4,
road_cemetery,road,1,20,0,8120.0,10344.5,
road_cemetery,road,1,21,0,8120.0,10348.6,
road_cemetery,road,1,22,0,8120.0,10352.6,
road_cemetery,road,1,23,0,8120.0,10356.4,
road_cemetery,road,1,24,1,8120.0,10360.0,
road_cemetery,road,1,25,0,8120.0,10363.6,
road_cemetery,road,1,26,0,8120.0,10367.3,
road_cemetery,road,1,27,0,8120.0,10371.0,
road_cemetery,road,1,28,0,8120.0,10374.8,
road_cemetery,road,1,29,0,8120.0,10378.7,
road_cemetery,road,1,30,0,8120.0,10382.6,
road_cemetery,road,1,31,0,8120.0,10386.5,
road_cemetery,road,1,32,0,8120.0,10390.4,
road_cemetery,road,1,33,0,8120.0,10394.2,
road_cemetery,road,1,34,0,8120.0,10398.1,
road_cemetery,road,1,35,0,8120.0,10401.9,
road_cemetery,road,1,36,0,8120.0,10405.6,
road_cemetery,road,1,37,0,8120.0,10409.3,
road_cemetery,road,1,38,0,8120.0,10412.8,
road_cemetery,road,1,39,0,8120.0,10416.3,
road_cemetery,road,1,40,0,8120.0,10419.6,
road_cemetery,road,1,41,0,8120.0,10422.8,
road_cemetery,road,1,42,0,8120.0,10425.9,
road_cemetery,road,1,43,0,8120.0,10428.7,
road_cemetery,road,1,44,0,8120.0,10431.4,
road_cemetery,road,1,45,0,8120.0,10433.9,
road_cemetery,road,1,46,0,8120.0,10436.2,
road_cemetery,road,1,47,0,8120.0,10438.2,
road_cemetery,road,1,48,1,8120.0,10440.0,
road_east,road,0,0,1,7246.0,7030.0,junction_east
road_east,road,0,1,0,7269.7,7031.1,
road_east,road,0,2,0,7296.8,7032.3,
road_east,road,0,3,0,7327.0,7033.5,
road_east,road,0,4,0,7360.1,7034.9,
road_east,road,0,5,0,7396.0,7036.3,
road_east,road,0,6,0,7434.3,7037.8,
road_east,road,0,7,0,7474.9,7039.4,
road_east,road,0,8,0,7517.6,7041.1,
road_east,road,0,9,0,7562.0,7042.9,
road_east,road,0,10,0,7608.1,7044.8,
road_east,road,0,11,0,7655.6,7046.7,
road_east,road,0,12,0,7704.2,7048.8,
road_east,road,0,13,0,7753.9,7050.9,
road_east,road,0,14,0,7804.2,7053.1,
road_east,road,0,15,0,7855.1,7055.4,
road_east,road,0,16,0,7906.2,7057.8,
road_east,road,0,17,0,7957.5,7060.3,
road_east,road,0,18,0,8008.6,7062.8,
road_east,road,0,19,0,8059.3,7065.5,
road_east,road,0,20,0,8109.5,7068.2,
road_east,road,0,21,0,8158.8,7071.0,
road_east,road,0,22,0,8207.2,7073.9,
road_east,road,0,23,0,8254.3,7076.9,
road_east,road,0,24,1,8300.0,7080.0,
road_east,road,0,25,0,8345.1,7083.2,
road_east,road,0,26,0,8390.7,7086.4,
road_east,road,0,27,0,8436.7,7089.8,
road_east,road,0,28,0,8483.0,7093.2,
road_east,road,0,29,0,8529.6,7096.7,
road_east,road,0,30,0,8576.5,7100.3,
road_east,road,0,31,0,8623.5,7104.0,
road_east,road,0,32,0,8670.7,7107.8,
road_east,road,0,33,0,8717.9,7111.6,
road_east,road,0,34,0,8765.2,7115.6,
road_east,road,0,35,0,8812.5,7119.6,
road_east,road,0,36,0,8859.6,7123.8,
road_east,road,0,37,0,8906.7,7128.0,
road_east,road,0,38,0,8953.5,7132.3,
road_east,road,0,39,0,9000.1,7136.6,
road_east,road,0,40,0,9046.4,7141.1,
road_east,road,0,41,0,9092.4,7145.7,
road_east,road,0,42,0,9138.0,7150.3,
road_east,road,0,43,0,9183.1,7155.0,
road_east,road,0,44,0,9227.7,7159.9,
road_east,road,0,45,0,9271.8,7164.8,
road_east,road,0,46,0,9315.2,7169.8,
road_east,road,0,47,0,9358.0,7174.8,
road_east,road,0,48,1,9400.0,7180.0,
road_east,road,0,49,0,9441.4,7185.4,
road_east,road,0,50,0,9482.3,7191.1,
road_east,road,0,51,0,9522.8,7197.2,
road_east,road,0,52,0,9562.7,7203.5,
road_east,road,0,53,0,9602.3,7210.0,
road_east,road,0,54,0,9641.4,7216.8,
road_east,road,0,55,0,9680.1,7223.7,
road_east,road,0,56,0,9718.5,7230.7,
road_east,road,0,57,0,9756.5,7237.9,
road_east,road,0,58,0,9794.2,7245.0,
road_east,road,0,59,0,9831.6,7252.2,
road_east,road,0,60,0,9868.8,7259.4,
road_east,road,0,61,0,9905.6,7266.5,
road_east,road,0,62,0,9942.2,7273.5,
road_east,road,0,63,0,9978.6,7280.3,
road_east,road,0,64,0,10014.8,7287.0,
road_east,road,0,65,0,10050.8,7293.5,
road_east,road,0,66,0,10086.7,7299.8,
road_east,road,0,67,0,10122.5,7305.7,
road_east,road,0,68,0,10158.1,7311.4,
road_east,road,0,69,0,10193.7,7316.7,
road_east,road,0,70,0,10229.1,7321.5,
road_east,road,0,71,0,10264.6,7326.0,
road_east,road,0,72,1,10300.0,7330.0,
road_east,road,0,73,0,10335.2,7333.5,
road_east,road,0,74,0,10369.8,7336.6,
road_east,road,0,75,0,10404.1,7339.3,
road_east,road,0,76,0,10438.0,7341.6,
road_east,road,0,77,0,10471.5,7343.6,
road_east,road,0,78,0,10504.7,7345.2,
road_east,road,0,79,0,10537.6,7346.6,
road_east,road,0,80,0,10570.4,7347.8,
road_east,road,0,81,0,10602.9,7348.7,
road_east,road,0,82,0,10635.4,7349.5,
road_east,road,0,83,0,10667.7,7350.1,
road_east,road,0,84,0,10700.0,7350.6,
road_east,road,0,85,0,10732.3,7351.1,
road_east,road,0,86,0,10764.6,7351.4,
road_east,road,0,87,0,10797.1,7351.8,
road_east,road,0,88,0,10829.6,7352.2,
road_east,road,0,89,0,10862.4,7352.7,
road_east,road,0,90,0,10895.3,7353.2,
road_east,road,0,91,0,10928.5,7353.9,
road_east,road,0,92,0,10962.0,7354.7,
road_east,road,0,93,0,10995.9,7355.6,
road_east,road,0,94,0,11030.2,7356.8,
road_east,road,0,95,0,11064.8,7358.3,
road_east,road,0,96,1,11100.0,7360.0,
road_east,road,0,97,0,11136.3,7362.0,
road_east,road,0,98,0,11174.4,7364.1,
road_east,road,0,99,0,11213.9,7366.5,
road_east,road,0,100,0,11254.6,7369.0,
road_east,road,0,101,0,11296.4,7371.6,
road_east,road,0,102,0,11339.1,7374.3,
road_east,road,0,103,0,11382.3,7377.1,
road_east,road,0,104,0,11425.9,7380.0,
road_east,road,0,105,0,11469.7,7382.9,
road_east,road,0,106,0,11513.5,7385.9,
road_east,road,0,107,0,11557.0,7388.9,
road_east,road,0,108,0,11600.0,7391.9,
road_east,road,0,109,0,11642.3,7394.8,
road_east,road,0,110,0,11683.7,7397.7,
road_east,road,0,111,0,11724.0,7400.6,
road_east,road,0,112,0,11763.0,7403.3,
road_east,road,0,113,0,11800.3,7406.0,
road_east,road,0,114,0,11835.9,7408.5,
road_east,road,0,115,0,11869.5,7410.9,
road_east,road,0,116,0,11900.9,7413.1,
road_east,road,0,117,0,11929.9,7415.2,
road_east,road,0,118,0,11956.2,7417.0,
road_east,road,0,119,0,11979.6,7418.6,
road_east,road,0,120,1,12000.0,7420.0,border_east
road_hayfield,road,1,0,1,8150.0,9560.0,
road_hayfield,road,1,1,0,8142.1,9559.3,
road_hayfield,road,1,2,0,8132.9,9558.6,
road_hayfield,road,1,3,0,8122.7,9558.0,
road_hayfield,road,1,4,0,8111.3,9557.5,
road_hayfield,road,1,5,0,8099.1,9556.9,
road_hayfield,road,1,6,0,8085.9,9556.3,
road_hayfield,road,1,7,0,8072.0,9555.7,
road_hayfield,road,1,8,0,8057.4,9555.1,
road_hayfield,road,1,9,0,8042.2,9554.4,
road_hayfield,road,1,10,0,8026.4,9553.6,
road_hayfield,road,1,11,0,8010.3,9552.7,
road_hayfield,road,1,12,0,7993.8,9551.8,
road_hayfield,road,1,13,0,7977.0,9550.6,
road_hayfield,road,1,14,0,7960.0,9549.3,
road_hayfield,road,1,15,0,7943.0,9547.9,
road_hayfield,road,1,16,0,7925.9,9546.2,
road_hayfield,road,1,17,0,7909.0,9544.4,
road_hayfield,road,1,18,0,7892.2,9542.3,
road_hayfield,road,1,19,0,7875.7,9540.0,
road_hayfield,road,1,20,0,7859.5,9537.4,
road_hayfield,road,1,21,0,7843.8,9534.5,
road_hayfield,road,1,22,0,7828.5,9531.3,
road_hayfield,road,1,23,0,7813.9,9527.8,
road_hayfield,road,1,24,1,7800.0,9524.0,
road_hayfield,road,1,25,0,7786.5,9519.8,
road_hayfield,road,1,26,0,7773.2,9515.3,
road_hayfield,road,1,27,0,7760.1,9510.4,
road_hayfield,road,1,28,0,7747.1,9505.2,
road_hayfield,road,1,29,0,7734.2,9499.7,
road_hayfield,road,1,30,0,7721.5,9494.0,
road_hayfield,road,1,31,0,7708.8,9488.0,
road_hayfield,road,1,32,0,7696.3,9481.8,
road_hayfield,road,1,33,0,7683.8,9475.3,
road_hayfield,road,1,34,0,7671.5,9468.7,
road_hayfield,road,1,35,0,7659.1,9461.9,
